audit_id,audit_batch_id,release_version,audited_at,reviewer,audit_method,audit_decision,audit_confidence,audit_tags,audit_note,stratum,edge_id,subject_id,subject_name,subject_category,predicate,qualified_predicate,object_id,object_name,object_category,evidence_count,edge_confidence_score,source_xref,supporting_document_year,supporting_text_section_type,study_result_id,extraction_confidence_score,subject_mention,object_mention,subject_mention_match,object_mention_match,supporting_text
tmkp-2026-04-21-edge-audit-batch-001-0879,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,mention_mismatch|model_or_assay_context|treatment_context,mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:6b47dd77-06eb-4155-b490-a74c544d1022,CHEBI:38940,Sunitinib,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:51705,EMCN,biolink:Gene,1,1.030194,PMC3548904,2012,RESULTS,tmkp:8efabb49d01f20b35e338bc97899b9889b2e85dd3436599bcef07bc412524ea2,1.030194,sunitinib,endomucin,true,false,"Mice receiving injections of SW480 CM containing high LOX were treated systemically with sunitinib or bevacizumab, both of which resulted in a significant reduction of endomucin positive vessels (Fig. 6B; p = 0.009 for vehicle vs. sunitinib treatment; p = 0.017 for IgG vs. bevacizumab treatment)."
tmkp-2026-04-21-edge-audit-batch-001-0880,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,adverse_or_risk_context|biomarker_or_expression_context|mechanism_context|mention_mismatch|treatment_context,mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:4f5134ca-8bca-4655-be64-09857b4223eb,DRUGBANK:DB14076,"Interleukin-1 alpha, human recombinant",biolink:ChemicalEntity,biolink:affects,biolink:causes,NCBIGene:1080,CFTR,biolink:Gene,4,0.792828,PMC3745379,2013,RESULTS,tmkp:077cc632ba5f4fe3a45fa5752d5f4fc52927873b949fdb18bfefb7838778b4d1,0.795514,IL-1alpha,CFTR,false,true,"Further, pretreatment with the protein synthesis inhibitor cycloheximide markedly suppressed the increase in IL-1alpha levels induced by CFTR-172 (Fig. 4B)."
tmkp-2026-04-21-edge-audit-batch-001-0881,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,mention_mismatch|short_mention_risk,short mention has low lexical agreement with normalized node; mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:15283ccc-be50-4b69-8813-53193ae378ee,CHEBI:26848,Tannic acid,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:3973,LHCGR,biolink:Gene,1,1.003456,PMC4749390,2015,ABSTRACT,tmkp:c4304501e82c51593d6c0ecad871c2656705007efee3158c28b29412c5b2e355,1.003456,tannic acid,LHR,true,false,Further experiments confirmed that tannic acid prevented the modification of LHR-1 as well a number of different proteins that also commonly modified by SUMO.
tmkp-2026-04-21-edge-audit-batch-001-0882,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,low,model_or_assay_context|treatment_context,evidence appears model or assay based,chemical_gene_mechanism,urn:uuid:e60ea114-f945-4ad0-a508-fe41c5430042,CHEBI:18293,Bergapten,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:3586,IL10,biolink:Gene,1,0.802721,PMC7452552,2020,INTRO,tmkp:2fa6bd61c19d2641491b389679f1c62212332d41e94f3c33a78e96b36195ab1f,0.802721,Bergapten,IL-10,true,true,Bergapten again boosted the release of IL-10 in a dose dependent manner in RAW264.7 cells and the accumulation of ROS was prevented in an antioxidant assay.
tmkp-2026-04-21-edge-audit-batch-001-0883,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,medium,biomarker_or_expression_context|mechanism_context|model_or_assay_context|treatment_context,mechanistic language matches broad affects semantics,chemical_gene_mechanism,urn:uuid:a4f887d7-602e-46f5-a29b-72273a67930b,CHEBI:18406,AICAR,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:7412,VCAM1,biolink:Gene,4,0.877761,PMID:26915321,2016,abstract,tmkp:641fba60d68774e66297df727ab7a9908fee04afa299e88f63a6ace65f3d7900,0.877773,AICAR,VCAM-1,true,true,"The results showed that AICAR treatment significantly reduced monocyte-endothelial adhesion rate, as well as ICAM-1 and VCAM-1 mRNA levels and protein secretions, in TNFα-activated HAECs."
tmkp-2026-04-21-edge-audit-batch-001-0884,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,biomarker_or_expression_context|mechanism_context|mention_mismatch|short_mention_risk,short mention has low lexical agreement with normalized node; mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:8678922f-762f-4d1b-bf15-f3d087068267,CHEBI:30089,Acetate,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:6272,SORT1,biolink:Gene,1,0.690781,PMC3497350,2012,INTRO,tmkp:74ed88a2b81b46d6a59b6ce9a80c19e6710dcbbf0d66cfbc1a0644e7abe7e3b2,0.690781,acetate,NT-3,true,false,"Glatiramer acetate was also shown to augment NT-3 and NT-4 expression by T cells and resident CNS cells (neurons, astrocytes) in EAE models."
tmkp-2026-04-21-edge-audit-batch-001-0885,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,biomarker_or_expression_context|cohort_or_exposure_context|mention_mismatch|short_mention_risk,short mention has low lexical agreement with normalized node; mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:f9d26dfe-efc0-4265-b4e7-8d6ae3c3ae57,UNII:4G9T91JS7E,Benidipine,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:797,CALCB,biolink:Gene,1,0.923499,PMID:15631826,2004,abstract,tmkp:dced73b04da6edc326ba5ccfac9f797c1f53d21ab96fa65b413d51cfa4345dc0,0.923499,Benidipine,CGRP,true,false,"Benidipine, a calcium channel blocker significantly decreases blood pressure concomitantly with an increase in the plasma levels of CGRP in the patients with essential hypertension."
tmkp-2026-04-21-edge-audit-batch-001-0886,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,mention_mismatch|method_or_reagent_context|treatment_context,mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:164b6ccf-0f05-47a4-b5c2-a6dd1e6ae95a,CHEBI:27899,Cisplatin,biolink:MolecularMixture,biolink:affects,biolink:causes,NCBIGene:8416,ANXA9,biolink:Gene,2,0.767376,PMC3164452,2011,RESULTS,tmkp:b7a73745ca6c6f991bbf903cdf692a2772abe2860f978e1c2b574cfa9ea38cc4,0.785587,cisplatin,annexin,true,false,"As seen in the rela−/− MEF cells, annexin staining was also reduced in the T505A MEF cells following cisplatin treatment when compared with wild-type RelA cells (Supplemental Figure S2F)."
tmkp-2026-04-21-edge-audit-batch-001-0887,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,list_or_cross_product_context|mechanism_context|mention_mismatch|model_or_assay_context,mention text has weak lexical agreement with normalized label; evidence looks like a list context that may cross-product entities,chemical_gene_mechanism,urn:uuid:dda56d59-c767-4287-90a7-2d1d7d176ad9,UNII:9XW757O13D,Ripretinib,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:3791,KDR,biolink:Gene,2,1.043509,PMC7595980,2020,CONCL,tmkp:388b67d9c84ba1b309c200bb547746d031aa9666918584d1a33ae6d8a7f88dc1,1.043557,Ripretinib,VEGFR2,true,false,"Ripretinib also inhibits other kinases in vitro, including PDGFRB, TIE2, VEGFR2, and BRAF."
tmkp-2026-04-21-edge-audit-batch-001-0888,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,adverse_or_risk_context|mention_mismatch,mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:09f1560c-a1a5-4fe5-aa26-e5b0ea4afeb1,CHEBI:28814,Piceatannol,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:6720,SREBF1,biolink:Gene,6,0.948432,PMC7473378,2020,paragraph,tmkp:ae9e541c5f5b7236882818e0a2c4b1452a8dd50d26fb3297f3803977fa18cab7,0.948446,piceatannol,SREBP1,true,false,"Overall, it is suggested that piceatannol reduced fat accumulation in steatosis-induced HepG2 cells by suppressing lipogenesis (SREBP1 and ACC) and FA uptake (CD36), and promoting FAs oxidation (FXR, PPARα and CPT1α)."
tmkp-2026-04-21-edge-audit-batch-001-0889,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,family_mention_fanout|mechanism_context|mention_mismatch|short_mention_risk,short mention has low lexical agreement with normalized node; mention text has weak lexical agreement with normalized label; family-level molecular mention may have been normalized to a specific node,chemical_gene_mechanism,urn:uuid:e90bcb2c-2258-4de2-b648-ba7db180cfbb,CHEBI:68352,Isoquercetin,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:9402,GRAP2,biolink:Gene,1,0.840361,PMID:26924319,2017,abstract,tmkp:12a83d09e1995a88204aa469cd397aa61e5eb39a8a5b0cae59923ca78b14e67d,0.840361,isoquercetin,p38,true,false,"The underlying mechanism study indicated that the neuroprotective effects of isoquercetin were elicited via suppressing the activation of toll-like receptor 4 (TLR4), nuclear factor-kappa B (NF-κB) and caspase-1; the phosphorylation of ERK1/2, JNK1/2, and p38 mitogen-activated protein kinase (MAPK); and the secretion of tumor necrosis factor-α (TNF-α), interleukin-1β (IL-1β), and IL-6."
tmkp-2026-04-21-edge-audit-batch-001-0890,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,adverse_or_risk_context|biomarker_or_expression_context|family_mention_fanout|mention_mismatch|short_mention_risk|treatment_context,short mention has low lexical agreement with normalized node; mention text has weak lexical agreement with normalized label; family-level molecular mention may have been normalized to a specific node,chemical_gene_mechanism,urn:uuid:623c6573-0c0b-478a-8fb9-4440e2acf604,CHEBI:230832,Atipamezole,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:8744,TNFSF9,biolink:Gene,1,0.733288,PMC6913667,2019,RESULTS,tmkp:a9dd5b78b29ef0ed6b74ef8b7fc18b04d29eaa1a4aab26e483981dc411e12ba6,0.733288,atipamezole,TNF,true,false,"On treatment with atipamezole, the decreased levels of TNF-α, IL-6, Iba-1, and NF-κB and increased levels of IκBα caused by dexmedetomidine were reversed (P < 0.05)."
tmkp-2026-04-21-edge-audit-batch-001-0891,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,adverse_or_risk_context|biomarker_or_expression_context|mechanism_context|mention_mismatch|model_or_assay_context|short_mention_risk,short mention has low lexical agreement with normalized node; mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:5055626b-e41c-417d-80ed-5bd2b651da0d,CHEBI:190008,Tianeptine,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:5595,MAPK3,biolink:Gene,2,0.81971,PMID:29976873,2018,abstract,tmkp:fe0d1ef3f75fba7e418113d8c309601ec1e899ec19b22acb1c3df18f71ab4791,0.820964,tianeptine,ERK1,true,false,"Moreover, we demonstrated an inhibitory effect of tianeptine on the LPS-induced activation of the nucleotide-binding oligomerization domain-like (NOD-like) receptor pyrin-containing 3 inflammasome (NLRP3) inflammasome subunits, NLRP3 and caspase-1, as well as the ability of tianeptine to reduce Toll-like receptor 4 (TLR4) levels, as well as the phosphorylation of extracellular signal-related kinases 1 and 2 (ERK1/2) and of the nuclear factor kappa-light-chain-enhancer of activated B cells (NF-κB)."
tmkp-2026-04-21-edge-audit-batch-001-0892,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,adverse_or_risk_context|mention_mismatch|short_mention_risk|treatment_context,short mention has low lexical agreement with normalized node; mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:2507acf0-6045-4db8-a808-44f81a384796,CHEBI:44915,Propofol,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:6917,TCEA1,biolink:Gene,2,0.946186,PMC7578078,2020,RESULTS,tmkp:d7f8fb60c477db1e1bb034a3720235eb6e66ee716946b1c14e0b2475762c6d62,0.947137,propofol,RDO2,true,false,"The propofol-induced hypotensive event caused a more pronounced decrease in RDO2 in vehicle-treated pigs (4.5 ml*min−1, 95%CI 0.6–8.3"
tmkp-2026-04-21-edge-audit-batch-001-0893,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,adverse_or_risk_context|family_mention_fanout|list_or_cross_product_context|mechanism_context|mention_mismatch|short_mention_risk,short mention has low lexical agreement with normalized node; mention text has weak lexical agreement with normalized label; family-level molecular mention may have been normalized to a specific node; evidence looks like a list context that may cross-product entities,chemical_gene_mechanism,urn:uuid:cf976a57-1703-4bc1-a10e-fa5362e063ff,CHEBI:16632,Vanillic acid,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:9402,GRAP2,biolink:Gene,1,0.803247,PMID:18706441,2008,abstract,tmkp:b2665fc946a3d41532aa2830eddf6cfe92a156c77f32549899401a13f7cebc3d,0.803247,Vanillic acid,p38,true,false,"Vanillic acid, however, suppressed methylglyoxal-induced Neuro-2A cell apoptosis via inhibition of glycation mechanisms including ROS, p38 and JNK, PKC and p47(phox), and methylglyoxal-derived CML formation."
tmkp-2026-04-21-edge-audit-batch-001-0894,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,unsupported,medium,common_word_mention|mechanism_context,mention is a common word or nonspecific term,chemical_gene_mechanism,urn:uuid:9df722ba-1cf3-426f-89b1-0003e016b266,CHEBI:75958,solution,biolink:ChemicalMixture,biolink:affects,biolink:causes,NCBIGene:57154,SMURF1,biolink:Gene,2,0.571288,PMC4021816,2014,DISCUSS,tmkp:f2292f7f56dad67785a0f26e7097d140dcc7185558efb75e7916efee7900b802,0.571895,solution,Smurf1,true,true,"After the structure of Smurf1-Smad1 interaction has been obtained via nuclear magnetic resonance (NMR), more detailed studies could be carried out to find a solution to specifically block Smurf1 capturing activated R-Smads."
tmkp-2026-04-21-edge-audit-batch-001-0895,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,biomarker_or_expression_context|mention_mismatch|short_mention_risk|treatment_context,short mention has low lexical agreement with normalized node; mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:028b34af-324e-4a08-b748-c2f5f979311f,CHEBI:27432,linolenic acid,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:6469,SHH,biolink:Gene,2,0.697022,PMC7178006,2020,RESULTS,tmkp:9aa001ed7a2682726a87122c82342c8321fe915d304ba349bed68192508ab300,0.697199,ALA,Shh,false,true,"In the irradiation group, Shh and Ptch Mrna levels were decreased; however, in the irradiation group treated with ALA, the mRNA level of Shh was increased at 2 and 6 weeks and that of Ptch at 2, 6, and 8 weeks (Figure 5)."
tmkp-2026-04-21-edge-audit-batch-001-0896,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,low,adverse_or_risk_context|biomarker_or_expression_context|treatment_context,"evidence supports expression/biomarker context, not necessarily causality",chemical_gene_mechanism,urn:uuid:3c15da1c-f3ea-4892-ba43-881094d70353,CHEBI:33262,elemental oxygen,biolink:ChemicalEntity,biolink:affects,biolink:causes,NCBIGene:6285,S100B,biolink:Gene,1,0.627001,PMC5473921,2017,DISCUSS,tmkp:409dd8d3f8749adedb977e7a3086104064d5cfa4f2d7814d424d789e75592d82,0.627001,oxygen,S100-B,true,true,Y-27632-treatment induced elevations in S100-A1 and S100-B protein levels at both oxygen atmospheres.
tmkp-2026-04-21-edge-audit-batch-001-0897,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,adverse_or_risk_context|biomarker_or_expression_context|mention_mismatch|short_mention_risk,short mention has low lexical agreement with normalized node; mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:bd1c34c1-e65b-4260-8515-7b023920e134,CHEBI:104011,Aminohippuric acid,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:6233,RPS27A,biolink:Gene,1,0.673344,PMC4387548,2015,DISCUSS,tmkp:980efef9102a7c4db8ba691ec0bc4f4ac506f08494ac06485102015be7f54172,0.673344,PAH,Ubiquitin,false,false,"Upon exposure to ET-1, the levels of the Ubiquitin cascade proteins increased markedly in the PAH cells, as compared to the Control cells."
tmkp-2026-04-21-edge-audit-batch-001-0898,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,biomarker_or_expression_context|mechanism_context|mention_mismatch|method_or_reagent_context|short_mention_risk|treatment_context,short mention has low lexical agreement with normalized node; mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:1bb6bdc9-f978-4817-a2ce-d9b4e177be99,CHEBI:49662,Indomethacin,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:118471,PRAP1,biolink:Gene,3,0.758159,PMID:14714609,2003,abstract,tmkp:e12952ff7f7384118e660093f25e2fb9b2ae4e68a1d9d179d8bccd96133654ec,0.758192,indomethacin,uPA,true,false,"When gastric fibroblasts were treated with 50 microM indomethacin, the expression level of uPA mRNA decreased significantly, and the amount of uPA antigen in the culture medium and on cell surfaces decreased significantly with indomethacin in a dose-dependent manner."
tmkp-2026-04-21-edge-audit-batch-001-0899,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,adverse_or_risk_context|mention_mismatch|model_or_assay_context,mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:6d193a0d-4e47-4b09-a79b-ebe4a4e2f126,CHEBI:9334,Sulfasalazine,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:5970,RELA,biolink:Gene,4,1.009627,PMID:20823682,2010,title,tmkp:e15971e0804bffdb7ef510d36507dc673bd05254f12e9791138d0039ad67ac1a,1.009647,sulfasalazine,transcription factor p65,true,false,Amelioration of dextran sulfate sodium-induced chronic colitis by sulfasalazine salicylazosulfapyridine via reducing NF-kappaB transcription factor p65 recruitment to ICAM-1 gene promoters.
tmkp-2026-04-21-edge-audit-batch-001-0900,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,mechanism_context|mention_mismatch,mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:d162aa0b-7327-48df-a794-198a7cf2a7d0,CHEBI:16830,Methylamine,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:348,APOE,biolink:Gene,1,0.804518,PMC5491174,2017,DISCUSS,tmkp:02da36a74dcd03f3f059a84503dda4e6bd743c6e748fb9acfa2589ef8be1600d,0.804518,methylamine,apolipoprotein E,true,false,"In 1999, Neels et al. already showed that methylamine-activated α2-macroglobuline, apolipoprotein E, lipoprotein lipase, the light chain of blood coagulation factor VIII, lactoferrin, tissue factor pathway inhibitor, tissue-type plasminogen-activator (tPA), plasminogen activator inhibitor-1, tPA-plasminogen activator inhibitor-1 complex, and pro-urokinase-type plasminogen activator do not bind to cluster I using soluble recombinant receptor-fragments of the ligand binding cluster I-IV."
tmkp-2026-04-21-edge-audit-batch-001-0901,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,low,biomarker_or_expression_context,"evidence supports expression/biomarker context, not necessarily causality",chemical_gene_mechanism,urn:uuid:bc789482-27b1-4ed9-b881-e464b19cc2ca,CHEBI:2549,Albuterol,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:3565,IL4,biolink:Gene,2,0.715775,PMID:16083788,2005,abstract,tmkp:986c7f66724dae759a32c203aad2c1231def5372eeca3bbaa32b8820b22ac8f7,0.715775,Albuterol,IL-4,true,true,(R)-Albuterol also significantly decreased airway goblet cell hyperplasia and mucus occlusion and levels of IL-4 in bronchoalveolar lavage fluid and OVA-specific IgE in plasma.
tmkp-2026-04-21-edge-audit-batch-001-0902,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,low,adverse_or_risk_context|biomarker_or_expression_context,"evidence supports expression/biomarker context, not necessarily causality",chemical_gene_mechanism,urn:uuid:d86f0b01-146a-4101-aba4-c60c65b36be6,CHEBI:167707,Acalabrutinib,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:6373,CXCL11,biolink:Gene,2,1.106996,PMC6743418,2019,RESULTS,tmkp:965710aa2a43cfefe9b9a43f489f84f42b014c9f4fcd635cd28b44c6dc32cd76,1.107052,acalabrutinib,CXCL11,true,true,The rise in the serum levels of the chemokines CXCL10 and CXCL11 caused by CLP were also significantly reduced by either ibrutinib or acalabrutinib (P < 0.05; Figures 1F–I).
tmkp-2026-04-21-edge-audit-batch-001-0903,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,adverse_or_risk_context|mechanism_context|mention_mismatch|short_mention_risk|treatment_context,short mention has low lexical agreement with normalized node; mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:8611992c-57da-4285-86f2-32f9a9a9b73f,PUBCHEM.COMPOUND:5497171,Z-Val-Ala-Asp fluoromethyl ketone,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:10139,ARFRP1,biolink:Gene,3,0.988543,PMC5216736,2016,RESULTS,tmkp:00bf998d677e78577147f481afe171ba940693f46afa12959367ed959cfedbde,0.989323,Z-VAD-FMK,ARP-1,false,false,"To determine whether apoptosis induced by quercetin was only through the caspase pathway, MM cells were treated with quercetin in the presence of Z-VAD-FMK, a pan-caspase inhibitor, and it was found that the pan-caspase inhibitor Z-VAD-FMK could block the proapoptotic effect of quercetin on RPMI8226 and ARP-1, but the blocking effect on ARP-1 was not statistically significant, as shown in Figure 3D."
tmkp-2026-04-21-edge-audit-batch-001-0904,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,mention_mismatch,mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:7a595f0f-feb9-45d3-8624-1a66f474675b,CHEBI:4702,Dorzolamide,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:3569,IL6,biolink:Gene,1,0.730747,PMC3633550,2013,DISCUSS,tmkp:f359073e4a3942833c6cb1d19903875d1962a7ea31187eb37af16c4be68b3105,0.730747,dorzolamide,interleukin-6,true,false,"We have previously reported that dorzolamide suppresses production of the proinflammatory cytokine, interleukin-6, which is a major participant in the inflammatory process."
tmkp-2026-04-21-edge-audit-batch-001-0905,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,family_mention_fanout|mechanism_context|model_or_assay_context,family-level molecular mention may have been normalized to a specific node,chemical_gene_mechanism,urn:uuid:22ff0ba3-2ffe-4d99-94fe-f4d4a3e60dce,CHEBI:26216,potassium atom,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:5465,PPARA,biolink:Gene,5,0.607789,PMID:22245121,2012,abstract,tmkp:ed537c9beb5752711d4eaba981088dbac30c6ae678735bdad8cbab95cbc4f767,0.605354,potassium,PPAR,true,true,The present study investigated the potential role for activation of PPARα and CAR/PXR by potassium PFOS (K⁺ PFOS) with respect to the etiology of hepatic hypertrophy and hepatocellular adenoma in rats.
tmkp-2026-04-21-edge-audit-batch-001-0906,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,low,,evidence has co-mentions but no high-confidence audit rule fired,chemical_gene_mechanism,urn:uuid:014a1070-031f-4091-97bc-d283dceec8da,CHEBI:32111,Saccharin,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:3630,INS,biolink:Gene,2,0.596238,PMID:3046854,1988,abstract,tmkp:06eaaecc40a7310054a0b66e030ea8d00a706d90bf627e5075cd6d4c55fba136,0.596238,saccharin,insulin,true,true,"Furthermore, the differences could largely be accounted for by a decrease in insulin values after both unsweetened beverage and saccharin, with no change from baseline after aspartame."
tmkp-2026-04-21-edge-audit-batch-001-0907,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,medium,list_or_cross_product_context|mechanism_context|model_or_assay_context,evidence looks like a list context that may cross-product entities; mechanistic language matches broad affects semantics,chemical_gene_mechanism,urn:uuid:8660d9a8-fa7f-4bd5-ae89-956d613bd2c6,CHEBI:32020,Pitavastatin,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:4318,MMP9,biolink:Gene,2,0.783704,PMC4533330,2015,INTRO,tmkp:154d1cc9c3c81da75ebd244b164cc278dbecb40e837df6efdaf9af51745774df,0.783704,Pitavastatin,MMP-9,true,true,"Pitavastatin inhibited NF-κB activation and subsequent up-regulation of downstream gene such as MCP-1, VCAM-1, iNOS, IL-1β, and MMP-9 in the rat IA wall."
tmkp-2026-04-21-edge-audit-batch-001-0908,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,biomarker_or_expression_context|mechanism_context|mention_mismatch|model_or_assay_context|short_mention_risk,short mention has low lexical agreement with normalized node; mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:03ca58d4-8a44-43a7-8f25-dbda179ac15e,UNII:949B9ZMO7M,Diaminopropanol tetraacetic acid,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:1536,CYBB,biolink:Gene,6,0.934971,PMC6231429,2018,DISCUSS,tmkp:63492c9e99e437a818a6062469027553d3d8fff7619493065070bb78b2441d40,0.93498,DAPT,NOX2,false,false,"Notch signal inhibitor DAPT can inhibit the NOX2 protein expression in rats with severe brain trauma, reduce NOX2 producing ROS, and thus reduce the ADC values of rats, thus attenuating vasogenic cerebral edema after traumatic brain edema, which can improve the outcome after secondary brain injury."
tmkp-2026-04-21-edge-audit-batch-001-0909,tmkp-2026-04-21-edge-audit-batch-001,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,biomarker_or_expression_context|mention_mismatch|short_mention_risk|treatment_context,short mention has low lexical agreement with normalized node; mention text has weak lexical agreement with normalized label,chemical_gene_mechanism,urn:uuid:3fd7ba10-2ff9-4d06-8c4a-a978c443e085,CHEBI:16842,Formaldehyde,biolink:SmallMolecule,biolink:affects,biolink:causes,NCBIGene:1813,DRD2,biolink:Gene,3,0.721768,PMC7654441,2020,RESULTS,tmkp:e754f5d644d04b3d9b8032e057f14df6a6e77ff9f654a1a8388f334a54e866e9,0.721775,Formalin,D2L,false,false,Formalin treatment decreases D2L receptor protein levels in NAc core.
