audit_id,audit_batch_id,release_version,audited_at,reviewer,audit_method,audit_decision,audit_confidence,audit_tags,audit_note,stratum,edge_id,subject_id,subject_name,subject_category,predicate,qualified_predicate,object_id,object_name,object_category,evidence_count,edge_confidence_score,source_xref,supporting_document_year,supporting_text_section_type,study_result_id,extraction_confidence_score,subject_mention,object_mention,subject_mention_match,object_mention_match,supporting_text,manual_review_status,manual_reviewer,manual_reviewed_at,manual_edge_support,manual_predicate_fit,manual_normalization_fit,manual_error_tags,manual_notes
tmkp-2026-04-21-edge-audit-batch-002-1509,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,low,adverse_or_risk_context|biomarker_or_expression_context|model_or_assay_context,"evidence supports expression/biomarker context, not necessarily causality",chemical_phenotype_treatment,urn:uuid:6761e891-c99c-425b-86aa-baac7f3c4e41,CHEBI:601027,Aliskiren,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0032263,Increased blood pressure,biolink:PhenotypicFeature,2,0.884302,PMC3082604,2011,INTRO,tmkp:23b8deae5c59cd92c7ef5df50212ff01a30adfacab979d83e68fd48dcfaf5ff9,0.884623,aliskiren,increased blood pressure,true,true,"Likewise, chronic administration of aliskiren in TG(mRen2)27 rats that constitutively express the mouse Ren2 renin gene suppresses hypertension, reduces renal and cardiac pathologies associated with increased blood pressure, and prevents the increases in both kidney and plasma ANG II levels.",complete,codex-manual,2026-05-04,supported,good,good,,Aliskiren suppressed hypertension and blood-pressure pathology.
tmkp-2026-04-21-edge-audit-batch-002-1510,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,medium,adverse_or_risk_context|list_or_cross_product_context|treatment_context,evidence looks like a list context that may cross-product entities; treatment language matches treatment-style predicate,chemical_phenotype_treatment,urn:uuid:f0cedcaa-c2c1-4268-ba5f-6b184e2ddd85,CHEBI:135930,Lercanidipine,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0100543,Cognitive impairment,biolink:PhenotypicFeature,1,0.85282,PMC4818041,2016,METHODS,tmkp:4034cdfa511034c4cde01d118d4acf3e260c651a17006d6414e0aec7c9ffd0fa,0.85282,lercanidipine,cognitive impairment,true,true,"There is also increasing evidence, from clinical trials, suggesting that treating hypertension to prevent heart disease and stroke decreases the risk of cognitive impairment, with positive effects observed with calcium channel blockers, such as lercanidipine and nitrendipine, the combination perindopril?indapamide, and telmisartan.",complete,codex-manual,2026-05-04,supported,good,good,,Lercanidipine was linked to reduced cognitive impairment risk.
tmkp-2026-04-21-edge-audit-batch-002-1511,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,low,biomarker_or_expression_context,"evidence supports expression/biomarker context, not necessarily causality",chemical_phenotype_treatment,urn:uuid:f77d06df-1f64-4e74-9fd1-c70c2cf25156,CHEBI:31858,Mizoribine,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0000969,Edema,biolink:PhenotypicFeature,1,0.768831,PMID:26872871,2018,abstract,tmkp:27bae980926beba8d0c4428fb69fdb9104816edba2afdd29abd7880ac433e0a6,0.768831,Mizoribine,edema,true,true,Mizoribine add-on markedly reduced edema and normalized serum albumin.,complete,codex-manual,2026-05-04,supported,good,good,,Mizoribine add-on reduced edema.
tmkp-2026-04-21-edge-audit-batch-002-1512,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,medium,model_or_assay_context|treatment_context,treatment language matches treatment-style predicate,chemical_phenotype_treatment,urn:uuid:4a47bad7-850a-4132-b3ab-315b8955634e,CHEMBL.COMPOUND:CHEMBL2368925,Dolasetron,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0002017,Nausea and vomiting,biolink:PhenotypicFeature,6,0.850681,PMID:9265937,1997,abstract,tmkp:6a3bdacd6bf8fef9589f907756287bdff87b073fbb6cb92384908936ff3ca702,0.842786,dolasetron,nausea and vomiting,true,true,Intravenous dolasetron mesilate has shown efficacy in the prevention of postoperative nausea and vomiting (PONV) when administered as a single dose prior to emergence from anesthesia.,complete,codex-manual,2026-05-04,supported,good,good,,Dolasetron prevents postoperative nausea and vomiting.
tmkp-2026-04-21-edge-audit-batch-002-1513,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,medium,generic_object|mechanism_context|model_or_assay_context|treatment_context,object label is generic or low-specificity; treatment language matches treatment-style predicate,chemical_phenotype_treatment,urn:uuid:aaaeb7ec-dbc3-491a-af10-1a2236574faa,UNII:Q3238VQW0N,Dilmapimod,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0012531,Pain,biolink:PhenotypicFeature,2,0.946796,PMID:21576029,2011,abstract,tmkp:d789e5d29f96c33a120f2ce6f00f8a7e487d4e02bc6b22953e036df15b1c6f3d,0.945963,dilmapimod,pain,true,true,"An exploratory, multicentre, double-blind, placebo-controlled, two-period, cross-over trial was undertaken to evaluate the effect of dilmapimod (SB-681323), a selective p38 MAPK inhibitor, on neuropathic pain symptoms and signs.",complete,codex-manual,2026-05-04,supported,good,good,,Dilmapimod was evaluated for neuropathic pain.
tmkp-2026-04-21-edge-audit-batch-002-1514,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,medium,treatment_context,treatment language matches treatment-style predicate,chemical_phenotype_treatment,urn:uuid:6dfd9695-e85b-4f1d-937c-45ad39a759c3,CHEBI:8499,Propranolol,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0002121,Absence Seizure,biolink:PhenotypicFeature,1,0.797212,PMC3439502,2011,CASE,tmkp:cf41ad8dd5d8ad0ad6f2f8652e878caaa2cfa9ea080c4d92cc86e3a077f63818,0.797212,propranolol,absence seizures,true,true,"Her absence seizures were treated with ethosuximide, and her ataxia was treated with propranolol.",complete,codex-manual,2026-05-04,unsupported,bad,good,wrong_indication_context,Propranolol treated ataxia while absence seizures were treated with ethosuximide.
tmkp-2026-04-21-edge-audit-batch-002-1515,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,cohort_or_exposure_context|mention_mismatch|treatment_context,mention text has weak lexical agreement with normalized label,chemical_phenotype_treatment,urn:uuid:88f35ad4-82b3-4e8d-aa26-0c2392e87ce8,CHEBI:8713,Quinapril,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0002119,Ventriculomegaly,biolink:PhenotypicFeature,1,0.979397,PMID:7712932,1995,abstract,tmkp:ecb8c09dd7b793ea32e7a76db201f7512782df6314eada8c99bc008058706959,0.979397,quinapril,ventricular dilatation,true,false,"These data indicate that, after one year's treatment with quinapril, left ventricular dilatation, mass and hypertrophy regressed and left ventricular function improved in patients with AR or MR.",complete,codex-manual,2026-05-04,supported,good,good,,Quinapril treatment regressed ventricular dilatation.
tmkp-2026-04-21-edge-audit-batch-002-1516,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,medium,adverse_or_risk_context|treatment_context,treatment language matches treatment-style predicate,chemical_phenotype_treatment,urn:uuid:be4b3865-f218-401d-86a1-601dadbfb110,CHEBI:4470,Dextromethorphan,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0009763,Limb pain,biolink:PhenotypicFeature,2,0.894605,PMID:12218498,2002,abstract,tmkp:cb66ee70801cdd6459b4ae692fbba42807901d2519aebc680fd8cc0f734add97,0.905039,dextromethorphan,limb pain,true,true,"Oral dextromethorphan effectively reduced postamputation phantom limb pain, bestowing improvement in feeling and minimizing sedation in comparison with the pretreatment or placebo conditions, with no side effects.",complete,codex-manual,2026-05-04,supported,good,good,,Dextromethorphan reduced phantom limb pain.
tmkp-2026-04-21-edge-audit-batch-002-1517,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,low,cohort_or_exposure_context,evidence has co-mentions but no high-confidence audit rule fired,chemical_phenotype_treatment,urn:uuid:adb081f4-95d8-45b8-8b35-71e77a03e96f,CHEBI:25107,magnesium atom,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0002150,Hypercalciuria,biolink:PhenotypicFeature,1,0.798461,PMID:9474122,1998,abstract,tmkp:a9372b4dd6e095850a2fc04d410c6c0bfbfa8f74a7f81dc284413cf2e944fe9f,0.798461,magnesium,hypercalciuria,true,true,The results of this study indicate that the oral supplementation of magnesium in patients with hyperabsorptive hypercalciuria and renal calcium stone disease is favorable because it decreases calcium absorption and increases magnesium absorption.,complete,codex-manual,2026-05-04,supported,good,good,,Magnesium supplementation was favorable in hypercalciuria.
tmkp-2026-04-21-edge-audit-batch-002-1518,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,adverse_or_risk_context|list_or_cross_product_context|mention_mismatch|treatment_context,mention text has weak lexical agreement with normalized label; evidence looks like a list context that may cross-product entities,chemical_phenotype_treatment,urn:uuid:4226295c-01aa-4601-86cd-e077bb0be086,CHEBI:72296,Apixaban,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0000505,Impaired Vision,biolink:PhenotypicFeature,1,0.787227,PMC7379825,2020,CASE,tmkp:f60c3aaf0676994af8010fe7de03f9040491bc77d94befb914349cb37e85b95a,0.787227,apixaban,visual impairment,true,false,"At that time, the patient had experienced no adverse effects of this medication, such as headaches, visual impairment, or serious bleeding, and a dose of a 2.5-mg tablet of apixaban twice daily was decided on as a continued daily dose to reduce any future DVT risk.",complete,codex-manual,2026-05-04,unsupported,bad,good,negation_or_hedging,No visual impairment occurred and apixaban reduced DVT risk.
tmkp-2026-04-21-edge-audit-batch-002-1519,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,medium,adverse_or_risk_context|model_or_assay_context|treatment_context,treatment language matches treatment-style predicate,chemical_phenotype_treatment,urn:uuid:693b251e-e996-47ae-a9ca-327824fe3683,CHEBI:6076,Itraconazole,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0000924,Abnormality of the skeletal system,biolink:PhenotypicFeature,1,0.705565,PMC6828556,2017,DISCUSS,tmkp:ba77ceb4280c5eb7d74bc14b0a17aabbf55c6398f9776eafe248b4778ad8f006,0.705565,itraconazole,skeletal anomalies,true,true,Animal studies revealed embryotoxicity and teratogenicity with craniofacial and skeletal anomalies at concentrations exceeding the maximum recommended human dose by 5-20 fold during itraconazole treatment but at lower than therapeutic doses during posaconazole treatment.,complete,codex-manual,2026-05-04,unsupported,bad,good,adverse_or_risk_context,Skeletal anomalies were teratogenic effects of itraconazole.
tmkp-2026-04-21-edge-audit-batch-002-1520,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,mention_mismatch|method_or_reagent_context|model_or_assay_context|treatment_context,mention text has weak lexical agreement with normalized label,chemical_phenotype_treatment,urn:uuid:4d552d10-7ff4-4fdc-98c3-b1572b28cd74,CHEBI:29007,Ceftriaxone,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0002829,Arthralgia,biolink:PhenotypicFeature,1,0.872133,PMC7690415,2020,CASE,tmkp:75cca6e9c94a5c90e43b30295631e188474ec9915a372d682fcf26cd7fe87591,0.872133,ceftriaxone,joint pain,true,false,"In May 2017, her primary care physician decided to institute a trial of IV ceftriaxone, 2 g QD, along with DDS CT, for increased Borrelia specific banding on her Western blot (23 kDa, Osp C) accompanied by resistant symptoms of fatigue, joint pain, and severe ongoing memory/concentration problems off treatment.",complete,codex-manual,2026-05-04,partially_supported,partial,good,symptom_context,Ceftriaxone was tried for Borrelia symptoms including joint pain.
tmkp-2026-04-21-edge-audit-batch-002-1521,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,medium,list_or_cross_product_context|mechanism_context|model_or_assay_context|treatment_context,evidence looks like a list context that may cross-product entities; treatment language matches treatment-style predicate,chemical_phenotype_treatment,urn:uuid:a13fea1f-74af-4c36-858a-23c9792c85de,CHEBI:60799,Esketamine,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0000360,Tinnitus,biolink:PhenotypicFeature,1,0.943642,PMC6557301,2019,INTRO,tmkp:af168bd31be658ccf168520b0b507b84b5d6cba921a14caf96a2b691fcc3d137,0.943642,S-ketamine,tinnitus,true,true,"Several classes of drugs have been loaded into hyaluronate polymers, including dexamethasone, S-ketamine, gentamicin, and kinase inhibitors which have been investigated in animal models of hearing loss and tinnitus.",complete,codex-manual,2026-05-04,supported,good,good,model_or_assay_context,S-ketamine was investigated in tinnitus models.
tmkp-2026-04-21-edge-audit-batch-002-1522,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,medium,treatment_context,treatment language matches treatment-style predicate,chemical_phenotype_treatment,urn:uuid:da9cc24b-f414-4bdd-9b80-84cf8b690be2,CHEBI:144093,Bicalutamide,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0002149,Hyperuricemia,biolink:PhenotypicFeature,1,0.985054,PMC7239032,2020,RESULTS,tmkp:5685ad910bed75f1edf27c01cc60da9b1f760133af3f01e49a7a7efd515117ae,0.985054,bicalutamide,hyperuricemia,true,true,"Medical history included hypertension, hypercholesterolemia, hyperuricemia, heart failure, recurrent atrial flutter/fibrillation, and prostatic cancer, under treatment with valsartan, hydrochlorothiazide, doxazosin, lercanidipine, simvastatin, febuxostat, furosemide, warfarin, pantoprazole, the (potential) QT-prolonging drug amiodarone, and the nonsteroidal androgen-receptor antagonists bicalutamide (50 mg/d for several years).",complete,codex-manual,2026-05-04,unsupported,bad,good,medical_history_context,Hyperuricemia was medical history while bicalutamide treated prostate cancer.
tmkp-2026-04-21-edge-audit-batch-002-1523,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,medium,model_or_assay_context|treatment_context,treatment language matches treatment-style predicate,chemical_phenotype_treatment,urn:uuid:55fc9c5d-39d8-40a4-9c01-dcb15f853792,CHEBI:22586,antioxidant,biolink:ChemicalEntity,biolink:treats_or_applied_or_studied_to_treat,,HP:0100543,Cognitive impairment,biolink:PhenotypicFeature,70,0.56107,PMC3675642,2013,INTRO,tmkp:40ab16e50b554842ae5b22b657432cb5eceed5b172c2139a7718ee6381793695,0.56107,antioxidant,cognitive impairment,true,true,"A detailed review of the antioxidant clinical trials in AD and mild cognitive impairment, which is considered to be an early manifestation of AD, illustrates this clearly.",complete,codex-manual,2026-05-04,supported,good,good,generic_subject,Antioxidants were reviewed in mild cognitive impairment trials.
tmkp-2026-04-21-edge-audit-batch-002-1524,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,mention_mismatch|treatment_context,mention text has weak lexical agreement with normalized label,chemical_phenotype_treatment,urn:uuid:fecc412c-c413-4c1f-a50e-6a6d06158ad5,CHEBI:59560,Sapropterin,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0001252,Hypotonia,biolink:PhenotypicFeature,1,0.961832,PMID:6761317,1982,abstract,tmkp:abe3a1b5d21ff11486fa2b1ef8ef8b20d2ad95c3a6726b2e29e4a6fe6b6cc50f,0.961832,tetrahydrobiopterin,muscular hypotonia,false,true,"Monotherapy with tetrahydrobiopterin dihydrochloride, 20-40 mg/kg b.w., diminished the muscular hypotonia.",complete,codex-manual,2026-05-04,supported,good,good,,Tetrahydrobiopterin diminished muscular hypotonia.
tmkp-2026-04-21-edge-audit-batch-002-1525,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,medium,treatment_context,treatment language matches treatment-style predicate,chemical_phenotype_treatment,urn:uuid:0dc3123e-9b2f-4fc5-a3fd-31409d7f4c70,CHEBI:45906,Suramin,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0001945,Fever,biolink:PhenotypicFeature,1,0.765655,PMID:22433595,2012,abstract,tmkp:a2a63033acb5e721427da47e19f193b9ed4295256be4af0585f72e4b1684b1e5,0.765655,suramin,fever,true,true,He presented with an inoculation chancre and was treated with suramin within four days of fever onset.,complete,codex-manual,2026-05-04,partially_supported,partial,good,symptom_context,Suramin treated infection after fever onset.
tmkp-2026-04-21-edge-audit-batch-002-1526,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,mechanism_context|mention_mismatch|model_or_assay_context,mention text has weak lexical agreement with normalized label,chemical_phenotype_treatment,urn:uuid:18d1995b-29d8-4c58-be11-d7854ad6f908,CHEBI:61115,EC 3.5.1.98 (histone deacetylase) inhibitor,biolink:ChemicalEntity,biolink:treats_or_applied_or_studied_to_treat,,HP:0000969,Edema,biolink:PhenotypicFeature,4,0.664545,PMC5019386,2016,INTRO,tmkp:7db1ff15388023a986899eee8d3cb125c2aaa775fea171a213f3d8a872cbd9fe,0.664853,HDAC inhibitors,edema,false,true,"In the current study, we demonstrate that in acute and subchronic models of ocular hyperglycemia, HDAC inhibitors prevent the breakdown of both functions of the RPE relevant to edema development (i.e., passive barrier and active fluid transport).",complete,codex-manual,2026-05-04,supported,good,good,generic_subject,HDAC inhibitors prevented functions relevant to edema development.
tmkp-2026-04-21-edge-audit-batch-002-1527,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,low,model_or_assay_context,evidence appears model or assay based,chemical_phenotype_treatment,urn:uuid:7eec698c-0b0e-4659-8a09-1e86c62686bc,CHEBI:8356,Pramipexole,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0002329,Drowsiness,biolink:PhenotypicFeature,3,0.904339,PMC5991206,2017,RESULTS,tmkp:0be51555752c31fc4d482a96c9a7449fae2c6b29ee09aa1270acd5149d6d3535,0.930341,pramipexole,drowsiness,true,true,"mean difference = 0.900) and at postconsumption, for drowsiness, pramipexole led to higher ratings than placebo (t38=4.695,",complete,codex-manual,2026-05-04,unsupported,bad,good,adverse_or_risk_context,Pramipexole increased drowsiness ratings.
tmkp-2026-04-21-edge-audit-batch-002-1528,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,medium,treatment_context,treatment language matches treatment-style predicate,chemical_phenotype_treatment,urn:uuid:2ba025c4-d27c-41bc-98a6-4b2ea5e878c5,CHEBI:3504,Cefpodoxime,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0001945,Fever,biolink:PhenotypicFeature,1,0.825,PMC4627203,2015,RESULTS,tmkp:21216bf807f1961f1bf8792b3785ce493badb1c78531228885182c5dbc209dbd,0.825,Cefpodoxime,fever,true,true,"During second session of the therapy, the patient had fever and sore throat with elevated TLC (18, 200/L), which was treated with injectable Cefpodoxime (2gm OD ? 3 days).",complete,codex-manual,2026-05-04,supported,good,good,,Cefpodoxime was used to treat fever and sore throat.
tmkp-2026-04-21-edge-audit-batch-002-1529,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,low,adverse_or_risk_context,evidence has co-mentions but no high-confidence audit rule fired,chemical_phenotype_treatment,urn:uuid:221c4862-66de-483c-9b35-5bb95e0aa401,CHEBI:194135,Ofloxacin,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0004308,Ventricular arrhythmia,biolink:PhenotypicFeature,8,0.783706,PMC6169761,2018,ABSTRACT,tmkp:9e6e30077ad170eb9628337100e2114b50ac202457295ea34dff1b799bdc6ace,0.804953,Ofloxacin,ventricular arrhythmia,true,true,Ofloxacin had a 59% reduced risk of serious ventricular arrhythmia compared with cefixime during 1?7 days after prescription.,complete,codex-manual,2026-05-04,unsupported,bad,good,comparative_risk_context,Ofloxacin had reduced arrhythmia risk compared with cefixime.
tmkp-2026-04-21-edge-audit-batch-002-1530,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,mention_mismatch|short_mention_risk|treatment_context,short mention has low lexical agreement with normalized node; mention text has weak lexical agreement with normalized label,chemical_phenotype_treatment,urn:uuid:e0a5a094-858f-4f4e-9b2e-239bc2e55d4b,CHEBI:3892,Corticotropin,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0002121,Absence Seizure,biolink:PhenotypicFeature,1,0.727839,PMID:2552743,1989,abstract,tmkp:ff8484cb255ef8528f05a69cfb23359c7e58ebdbfccb3de249e6b4f84f965e51,0.727839,ACTH,absence seizures,false,true,"We commonly use carbamazepine for partial seizures and some generalized seizures, low dose ACTH (10 I.U.) for infantile spasms, valproic acid for absence seizures and myoclonic seizures, clonazepam for atonic-akinetic and myoclonic seizures, and phenobarbital for young children with generalized seizures.",complete,codex-manual,2026-05-04,unsupported,bad,good,wrong_indication_context,ACTH was used for infantile spasms while valproic acid was used for absence seizures.
tmkp-2026-04-21-edge-audit-batch-002-1531,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,low,,evidence has co-mentions but no high-confidence audit rule fired,chemical_phenotype_treatment,urn:uuid:6fe5b1db-23b6-4500-95ef-d49026f0fb39,CHEBI:8499,Propranolol,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0020219,Motor seizure,biolink:PhenotypicFeature,2,0.823097,PMID:1363375,1992,abstract,tmkp:cd2a984d05aac49941d74cc08dc2a460eb114376b5db903fe2511750687c574b,0.821222,propranolol,motor seizures,true,true,"However, propranolol is ineffective in preventing major motor seizures, suggesting that different neurobiological mechanisms underlie the alcohol withdrawal symptoms.",complete,codex-manual,2026-05-04,unsupported,bad,good,negation_or_hedging,Propranolol was ineffective in preventing motor seizures.
tmkp-2026-04-21-edge-audit-batch-002-1532,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,cohort_or_exposure_context|mention_mismatch|short_mention_risk|treatment_context,short mention has low lexical agreement with normalized node; mention text has weak lexical agreement with normalized label,chemical_phenotype_treatment,urn:uuid:b2c56230-0621-415c-bbd9-19f8b17cbe15,CHEBI:4470,Dextromethorphan,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0000505,Impaired Vision,biolink:PhenotypicFeature,2,0.732416,PMC7171629,2020,INTRO,tmkp:55b3e3e745b5e774a2069a8e7c9c0e8addd3be91b65b396ff3b2b5810bfb855b,0.732427,DEX,visual impairment,false,false,"DEX implant 0.7?mg was approved in 2014 by the European Medicines Agency (EMA) for the treatment of adult patients with visual impairment due to DME who are pseudophakic (i.e., have undergone cataract surgery), are insufficiently responsive to, or unsuitable for noncorticosteroid therapy.",complete,codex-manual,2026-05-04,unsupported,bad,bad,abbreviation_collision,DEX implant referred to dexamethasone not dextromethorphan.
tmkp-2026-04-21-edge-audit-batch-002-1533,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,needs_review,medium,adverse_or_risk_context|biomarker_or_expression_context|mechanism_context|mention_mismatch|model_or_assay_context|treatment_context,mention text has weak lexical agreement with normalized label,chemical_phenotype_treatment,urn:uuid:28c3eb99-c1ea-4b34-a8a5-62d33a9f58a8,CHEBI:9168,Sirolimus,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0002119,Ventriculomegaly,biolink:PhenotypicFeature,1,0.786344,PMC5110612,2016,INTRO,tmkp:1893ae6a42c33ad347d3c4781555c2c2b24d2295ce15acabc1960cb2f008369b,0.786344,rapamycin,ventricular dilatation,false,false,Lmna H222P/H222P mice treated with the rapamycin analogue temsirolimus exhibit improved cardiac function with reduced expression of genes associated with ventricular dilatation relative to those treated with placebo (Choi et al.).,complete,codex-manual,2026-05-04,partially_supported,good,partial,related_drug_context,Temsirolimus as a rapamycin analogue reduced ventricular dilatation markers.
tmkp-2026-04-21-edge-audit-batch-002-1534,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,medium,cohort_or_exposure_context|treatment_context,treatment language matches treatment-style predicate,chemical_phenotype_treatment,urn:uuid:cb9a15a7-c826-4a8e-8328-7460dc9e2973,CHEBI:6888,Methylprednisolone,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0002013,Vomiting,biolink:PhenotypicFeature,10,0.723911,PMC4792859,2016,RESULTS,tmkp:4c654eb2f0396650c11a170f7457272cef1329e513c8f8aebcb305e5bfcbf2b5,0.724725,methylprednisolone,vomiting,true,true,"For the patients who received combined treatment with mycophenolate mofetil and methylprednisolone, 2 out of 4 patients had improvement in vomiting, 1 of 2 had improvement in nausea, bloating and TSS.",complete,codex-manual,2026-05-04,partially_supported,partial,good,combination_treatment_context,Mycophenolate mofetil with methylprednisolone improved vomiting.
tmkp-2026-04-21-edge-audit-batch-002-1535,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,low,cohort_or_exposure_context|model_or_assay_context,evidence appears model or assay based,chemical_phenotype_treatment,urn:uuid:d3e48156-00f0-4e3b-9346-3133d1e7847a,CHEBI:6847,Methyclothiazide,biolink:SmallMolecule,biolink:treats_or_applied_or_studied_to_treat,,HP:0000969,Edema,biolink:PhenotypicFeature,2,0.825632,PMID:13941812,1963,title,tmkp:7fba633097aa4250a6ebce4ccb734c02fb49877e1449bebdf109a026e3c8624a,0.825758,methyclothiazide,edema,true,true,"A comparative study of diuretic agents, methyclothiazide and dihydrochlorothiazide, in patients with chronic edema.",complete,codex-manual,2026-05-04,supported,good,good,,Methyclothiazide was studied in chronic edema.
tmkp-2026-04-21-edge-audit-batch-002-1536,tmkp-2026-04-21-edge-audit-batch-002,2026_04_21,2026-05-04,codex,assistant_structured_evidence_review_v1,partially_supported,low,model_or_assay_context,evidence appears model or assay based,chemical_phenotype_treatment,urn:uuid:fcab8847-bf57-4cfe-ab27-a45da32997eb,UNII:2R04ONI662,Eucalyptus oil,biolink:ChemicalEntity,biolink:treats_or_applied_or_studied_to_treat,,HP:0000969,Edema,biolink:PhenotypicFeature,4,0.803426,PMC3703330,2013,INTRO,tmkp:b13cb112d660b1dd8ef08d0e24190b94e3ad51b3f2a4b1cc692b22c423909675,0.804392,eucalyptus oil,edema,true,true,"Moreover, in a rat model of susceptibility to pain from a hot plate, eucalyptus oil was not only analgesic but reduced edema formation and had an anti-inflammatory effect.",complete,codex-manual,2026-05-04,supported,good,good,,Eucalyptus oil reduced edema formation.
